customer_id,account_tenure_years,annual_income,credit_score,income_stability,loan_defaults,device_change_rate,ip_risk_score
CUST00479,6,64516.14,629,625.75,0,0.009,0.005
CUST00480,13,78793.51,724,927.16,0,0.191,0.245
CUST00481,19,80979.62,737,675.76,0,0.059,0.067
CUST00482,18,105384.32,795,806.76,0,0.175,0.352
CUST00483,14,35249.34,793,246.46,0,0.033,0.105
CUST00484,15,48999.82,727,484.54,0,0.018,0.024
CUST00485,4,19663.28,742,261.85,0,0.094,0.033
CUST00486,2,83275.24,688,532.98,0,0.054,0.19
CUST00487,11,51637.31,711,410.16,0,0.015,0.086
CUST00488,19,65154.77,797,455.69,0,0.025,0.068
CUST00489,3,44891.54,702,401.91,0,0.208,0.222
CUST00490,15,51832.4,749,261.23,0,0.039,0.105
CUST00491,6,90579.75,624,858.48,0,0.381,0.137
CUST00492,12,77355.84,640,645.1,0,0.187,0.134
CUST00493,9,57211.95,699,598.06,0,0.03,0.019
CUST00494,6,79195.35,689,655.52,0,0.088,0.026
CUST00495,13,79747.5,643,598.89,0,0.095,0.023
CUST00496,4,50214.36,824,325.86,0,0.013,0.104
CUST00497,2,23273.01,690,248.91,0,0.049,0.046
CUST00498,10,37520.96,653,395.28,0,0.055,0.035
CUST00499,10,26486.78,689,277.24,0,0.026,0.143
CUST00500,17,89110.87,682,714.66,0,0.006,0.143
CUST00501,14,93452.88,691,670.55,0,0.291,0.021
CUST00502,11,99659.35,584,1008.23,0,0.132,0.078
CUST00503,8,10000.0,758,70.72,0,0.05,0.213
CUST00504,9,86785.02,761,981.73,0,0.031,0.084
CUST00505,11,115304.78,768,908.22,0,0.278,0.149
CUST00506,16,87799.69,700,723.22,0,0.052,0.015
CUST00507,5,10000.0,720,67.28,0,0.111,0.019
CUST00508,6,104207.46,628,639.95,0,0.136,0.142
CUST00509,13,61042.23,730,499.95,0,0.052,0.053
CUST00510,12,54190.02,695,512.18,0,0.13,0.124
CUST00511,7,71277.38,652,625.13,0,0.012,0.01
CUST00512,9,33774.83,732,265.35,0,0.031,0.066
CUST00513,8,60069.56,734,370.25,0,0.148,0.019
CUST00514,17,100510.74,684,846.06,0,0.214,0.18
CUST00515,1,75559.92,706,810.58,0,0.051,0.02
CUST00516,4,61460.04,618,525.75,0,0.024,0.048
CUST00517,4,62240.2,755,706.03,0,0.149,0.001
CUST00518,5,30465.15,626,306.28,0,0.231,0.176
CUST00519,18,56250.3,638,544.14,0,0.001,0.121
CUST00520,7,19142.62,684,275.14,0,0.001,0.058
CUST00521,15,85561.02,747,638.14,0,0.052,0.047
CUST00522,12,10000.0,747,135.24,0,0.199,0.216
CUST00523,0,81372.51,680,755.02,0,0.036,0.022
CUST00524,19,84485.27,726,439.4,1,0.186,0.168
CUST00525,16,92969.12,579,919.02,0,0.143,0.035
CUST00526,6,62171.48,637,437.84,0,0.04,0.03
CUST00527,12,82915.71,638,387.64,0,0.023,0.073
CUST00528,3,56006.33,755,440.09,1,0.023,0.12
CUST00529,3,30332.57,719,256.64,0,0.075,0.051
CUST00530,5,98268.31,691,695.92,0,0.064,0.036
CUST00531,18,57577.85,697,456.91,0,0.161,0.007
CUST00532,11,24762.22,774,249.59,0,0.072,0.103
CUST00533,6,48329.63,670,305.46,0,0.003,0.035
CUST00534,9,49316.88,601,400.41,0,0.094,0.073
CUST00535,18,71542.42,745,592.05,0,0.093,0.046
CUST00536,6,118676.19,691,886.44,0,0.127,0.259
CUST00537,2,73060.47,737,569.77,0,0.124,0.02
CUST00538,12,65171.1,677,727.32,0,0.012,0.068
CUST00539,12,121394.4,630,977.56,0,0.228,0.001
CUST00540,17,84472.34,704,706.04,0,0.347,0.105
CUST00541,19,66356.23,681,489.45,0,0.099,0.034
CUST00542,7,48014.7,691,413.91,0,0.108,0.059
CUST00543,8,67905.0,777,447.09,0,0.159,0.019
CUST00544,6,58340.24,614,630.61,0,0.038,0.104
CUST00545,0,62285.85,697,525.88,0,0.041,0.021
CUST00546,2,92860.06,631,663.1,0,0.031,0.007
CUST00547,12,46491.95,525,469.08,0,0.035,0.023
CUST00548,16,72838.52,677,546.81,0,0.027,0.052
CUST00549,0,83723.5,682,877.06,0,0.21,0.051
CUST00550,5,43447.19,717,470.4,0,0.141,0.065
CUST00551,5,39434.46,667,465.19,0,0.039,0.297
CUST00552,11,56241.45,591,333.77,0,0.02,0.01
CUST00553,12,48459.26,631,579.76,0,0.119,0.024
CUST00554,12,88808.32,759,824.3,0,0.156,0.113
CUST00555,14,34955.79,630,362.85,0,0.126,0.127
CUST00556,15,61711.78,775,512.23,0,0.058,0.078
CUST00557,10,123651.21,743,817.88,0,0.041,0.046
CUST00558,4,70326.41,661,701.4,0,0.045,0.126
CUST00559,3,74482.25,636,855.82,0,0.05,0.091
CUST00560,2,89017.06,743,952.02,0,0.033,0.084
CUST00561,18,48426.27,666,427.45,0,0.104,0.008
CUST00562,19,32964.51,587,429.85,0,0.013,0.09
CUST00563,17,64412.78,714,498.81,0,0.116,0.021
CUST00564,14,66635.1,705,711.85,0,0.186,0.013
CUST00565,8,19544.73,748,153.9,0,0.151,0.013
CUST00566,16,69376.8,701,610.42,0,0.088,0.136
CUST00567,13,86746.26,647,708.5,0,0.021,0.13
CUST00568,14,37176.3,756,318.26,0,0.192,0.092
CUST00569,0,70888.9,762,622.8,0,0.337,0.151
CUST00570,2,82306.59,694,726.51,0,0.008,0.037
CUST00571,15,74666.96,684,648.93,0,0.339,0.006
CUST00572,10,77025.16,601,880.42,0,0.041,0.127
CUST00573,11,53879.99,644,464.76,0,0.018,0.007
CUST00574,9,31812.39,726,367.23,0,0.116,0.019
CUST00575,15,48821.34,647,519.35,0,0.038,0.06
CUST00576,7,45348.57,593,382.72,0,0.001,0.125
CUST00577,5,57993.52,850,636.67,0,0.005,0.019
CUST00578,11,87331.77,592,973.3,0,0.036,0.14
CUST00579,7,27204.0,815,261.23,0,0.099,0.029
CUST00580,3,63606.25,662,539.19,0,0.2,0.062
CUST00581,7,33414.96,675,352.29,0,0.05,0.022
CUST00582,17,41498.83,640,436.92,0,0.255,0.035
CUST00583,4,73968.52,727,642.65,0,0.195,0.258
CUST00584,8,30251.37,594,251.17,0,0.068,0.081
CUST00585,3,78356.11,570,856.62,0,0.082,0.225
CUST00586,16,26195.89,777,169.19,0,0.145,0.025
CUST00587,8,76674.51,632,596.26,0,0.103,0.044
CUST00588,0,21261.72,725,236.01,0,0.072,0.158
CUST00589,19,44554.68,615,458.24,0,0.013,0.058
CUST00590,12,107412.36,723,563.81,0,0.14,0.141
CUST00591,15,102713.66,781,856.94,0,0.174,0.18
CUST00592,12,49686.88,648,367.98,0,0.118,0.115
CUST00593,13,69749.01,564,436.75,0,0.111,0.011
CUST00594,2,90101.7,781,601.36,0,0.174,0.028
CUST00595,5,77032.4,736,698.44,0,0.049,0.046
CUST00596,17,53163.39,652,615.01,0,0.172,0.126
CUST00597,18,41284.12,667,358.07,0,0.005,0.084
CUST00598,4,81702.58,613,741.51,0,0.122,0.014
CUST00599,14,88267.58,765,691.08,0,0.138,0.212
CUST00600,1,102892.55,648,842.95,0,0.03,0.184
CUST00601,9,17818.76,595,178.39,0,0.379,0.14
CUST00602,17,28671.88,693,255.03,0,0.028,0.081
CUST00603,12,89048.09,628,685.16,0,0.137,0.076
CUST00604,4,21211.74,618,153.99,0,0.093,0.067
CUST00605,0,90963.75,654,687.11,0,0.015,0.138
CUST00606,0,54626.69,685,503.74,0,0.118,0.185
CUST00607,17,46977.15,597,344.1,0,0.052,0.021
CUST00608,14,65135.71,763,612.39,0,0.053,0.092
CUST00609,16,26365.79,721,251.52,0,0.147,0.08
CUST00610,10,80600.37,658,803.83,0,0.045,0.084
CUST00611,16,102240.92,626,701.29,0,0.079,0.09
CUST00612,12,81764.41,675,836.62,0,0.103,0.079
CUST00613,0,53837.28,734,378.6,0,0.094,0.107
CUST00614,1,21549.11,725,245.1,0,0.145,0.152
CUST00615,8,22510.31,744,250.15,0,0.021,0.084
CUST00616,2,26758.92,651,255.34,0,0.089,0.034
CUST00617,0,59693.04,505,470.86,0,0.036,0.358
CUST00618,15,62835.0,755,369.27,0,0.053,0.064
CUST00619,5,81711.09,670,470.04,0,0.135,0.258
CUST00620,16,15099.28,720,140.81,0,0.137,0.177
CUST00621,4,92780.26,780,600.0,0,0.024,0.007
CUST00622,4,77360.16,826,510.76,0,0.02,0.013
CUST00623,5,51829.09,641,574.15,1,0.204,0.095
CUST00624,2,30255.96,688,274.51,0,0.125,0.012
CUST00625,4,91228.52,762,657.71,0,0.288,0.029
CUST00626,4,52497.65,629,436.67,0,0.174,0.206
CUST00627,9,59499.53,645,482.02,0,0.112,0.228
CUST00628,9,69590.3,645,746.96,0,0.061,0.048
CUST00629,18,37170.03,678,276.39,0,0.102,0.001
CUST00630,16,52945.49,667,634.57,0,0.09,0.004
CUST00631,13,81632.92,644,565.82,0,0.107,0.036
CUST00632,8,79102.4,622,647.85,0,0.064,0.007
CUST00633,13,79327.68,729,636.17,0,0.069,0.01
CUST00634,0,31120.51,760,264.77,0,0.033,0.102
CUST00635,18,54085.49,769,438.63,0,0.076,0.019
CUST00636,12,50090.15,651,332.84,0,0.028,0.002
CUST00637,12,70629.47,731,642.21,0,0.085,0.111
CUST00638,3,68391.45,694,493.95,0,0.165,0.04
CUST00639,0,63885.68,646,594.56,0,0.209,0.134
CUST00640,16,121643.35,724,1241.04,0,0.014,0.022
CUST00641,7,52729.85,643,373.32,1,0.051,0.033
CUST00642,1,49804.42,657,319.1,0,0.045,0.053
CUST00643,7,31081.26,597,393.64,0,0.247,0.088
CUST00644,6,21553.82,652,179.29,0,0.06,0.442
CUST00645,1,29492.07,695,239.17,0,0.039,0.002
CUST00646,2,42032.95,774,440.1,0,0.148,0.007
CUST00647,17,92751.83,659,625.15,0,0.171,0.06
CUST00648,11,60979.1,618,466.76,0,0.209,0.134
CUST00649,0,64833.27,770,512.31,0,0.308,0.117
CUST00650,11,57593.17,650,824.97,0,0.012,0.05
CUST00651,4,69132.52,575,682.54,0,0.079,0.07
CUST00652,16,95051.8,688,831.13,0,0.214,0.348
CUST00653,15,10151.73,661,122.24,0,0.138,0.037
CUST00654,14,90458.43,818,778.77,0,0.026,0.04
CUST00655,14,10000.0,709,141.38,0,0.043,0.028
CUST00656,4,60705.07,671,420.5,0,0.036,0.0
CUST00657,13,114797.68,625,1105.56,0,0.226,0.163
CUST00658,1,77016.45,700,520.52,0,0.204,0.06
CUST00659,10,69326.47,767,513.02,0,0.177,0.166
CUST00660,18,110048.65,699,892.1,0,0.005,0.1
CUST00661,6,42423.43,629,406.73,0,0.056,0.216
CUST00662,5,70849.19,712,686.71,0,0.118,0.036
CUST00663,1,74452.93,677,673.81,0,0.113,0.078
CUST00664,5,46939.95,707,373.43,0,0.181,0.078
CUST00665,17,49147.25,659,420.48,0,0.05,0.041
CUST00666,1,46405.51,657,459.08,0,0.017,0.139
CUST00667,17,62182.87,655,312.98,0,0.227,0.058
CUST00668,14,73667.29,737,490.67,0,0.043,0.02
CUST00669,18,63080.76,658,366.34,0,0.051,0.033
CUST00670,1,77736.55,652,653.03,0,0.087,0.172
CUST00671,19,10771.32,623,125.25,0,0.011,0.053
CUST00672,5,54543.72,707,315.57,0,0.116,0.138
CUST00673,0,34414.52,699,367.26,0,0.029,0.075
CUST00674,14,67543.06,653,817.12,0,0.032,0.07
CUST00675,9,67172.94,637,695.25,0,0.17,0.006
CUST00676,18,57109.45,793,520.51,0,0.167,0.014
CUST00677,16,72756.98,567,739.14,0,0.025,0.053
CUST00678,4,84945.32,710,597.51,0,0.166,0.083
CUST00679,3,58486.99,757,270.34,0,0.057,0.311
CUST00680,9,33707.63,477,479.25,0,0.155,0.102
CUST00681,16,20468.56,728,245.83,0,0.14,0.057
CUST00682,9,60902.75,667,696.24,0,0.015,0.001
CUST00683,16,66046.67,695,564.73,0,0.132,0.004
CUST00684,19,35761.9,661,204.9,0,0.052,0.018
CUST00685,4,78144.17,745,837.62,0,0.052,0.133
CUST00686,1,48526.08,702,474.29,0,0.092,0.042
CUST00687,5,18589.18,688,193.14,0,0.037,0.109
CUST00688,1,91410.91,626,753.33,0,0.21,0.02
CUST00689,12,88599.7,793,622.13,0,0.058,0.085
CUST00690,10,10000.0,681,126.89,0,0.056,0.043
CUST00691,10,45934.99,817,485.98,0,0.072,0.057
CUST00692,15,44960.41,796,532.46,0,0.048,0.124
CUST00693,10,100987.22,573,913.85,0,0.105,0.049
CUST00694,18,57517.68,641,549.53,0,0.207,0.02
CUST00695,14,22603.05,618,181.46,0,0.026,0.002
CUST00696,15,82052.62,677,732.54,0,0.045,0.012
CUST00697,10,29230.61,691,256.84,0,0.136,0.095
CUST00698,15,53491.49,694,367.58,0,0.193,0.037
CUST00699,7,40755.78,743,367.15,0,0.07,0.099
CUST00700,3,45988.62,770,381.46,0,0.043,0.018
CUST00701,7,83431.45,738,634.48,0,0.044,0.107
CUST00702,3,98033.25,646,678.8,0,0.122,0.126
CUST00703,2,28140.78,633,243.05,0,0.04,0.078
CUST00704,2,75651.91,680,566.07,0,0.004,0.093
CUST00705,17,41681.16,706,376.27,0,0.041,0.338
CUST00706,18,42458.2,669,453.35,0,0.101,0.088
CUST00707,18,72265.91,599,668.86,0,0.135,0.082
CUST00708,4,34302.43,721,206.89,0,0.023,0.009
CUST00709,17,71765.07,656,973.45,0,0.161,0.059
CUST00710,9,78252.83,655,609.31,0,0.039,0.021
CUST00711,5,49186.69,677,409.04,0,0.078,0.032
CUST00712,0,93176.95,666,803.81,0,0.001,0.068
CUST00713,4,28179.38,658,268.49,0,0.093,0.038
CUST00714,8,93635.15,603,761.43,0,0.155,0.061
CUST00715,11,11400.31,673,155.94,0,0.073,0.001
CUST00716,13,127492.85,722,1116.69,0,0.31,0.02
CUST00717,1,49844.94,696,446.45,0,0.038,0.021
CUST00718,16,30942.32,737,388.65,0,0.05,0.074
CUST00719,13,54183.2,636,526.82,0,0.049,0.171
CUST00720,12,33838.05,603,350.37,0,0.041,0.053
CUST00721,8,69674.13,665,566.53,0,0.048,0.088
CUST00722,14,94191.43,643,493.24,1,0.199,0.143
CUST00723,14,35163.59,649,424.41,0,0.178,0.061
CUST00724,10,74484.98,693,581.7,0,0.045,0.183
CUST00725,15,21681.62,650,127.14,0,0.187,0.061
CUST00726,16,85823.87,605,838.34,0,0.082,0.032
CUST00727,3,70405.91,646,644.01,0,0.06,0.002
CUST00728,0,86904.58,700,738.6,0,0.29,0.064
CUST00729,7,56941.33,720,537.88,0,0.098,0.083
CUST00730,16,49121.09,720,388.36,0,0.221,0.026
CUST00731,2,80402.94,705,835.15,0,0.039,0.215
CUST00732,19,27298.79,670,239.68,0,0.133,0.139
CUST00733,14,16429.39,704,205.31,0,0.039,0.027
CUST00734,14,59875.95,677,481.88,0,0.102,0.014
CUST00735,13,50260.08,687,286.82,0,0.137,0.122
CUST00736,13,73845.83,624,534.61,1,0.177,0.018
CUST00737,1,87288.79,683,544.38,0,0.091,0.182
CUST00738,12,73325.35,703,638.2,1,0.081,0.167
CUST00739,13,85297.58,700,865.15,0,0.067,0.103
CUST00740,18,68026.31,603,637.21,0,0.056,0.095
CUST00741,6,72364.89,686,496.2,0,0.166,0.055
CUST00742,2,57083.57,593,557.25,0,0.029,0.389
CUST00743,14,71626.14,690,494.71,0,0.05,0.042
CUST00744,13,64166.32,638,579.8,0,0.163,0.009
CUST00745,10,68129.42,782,276.5,0,0.095,0.066
CUST00746,14,55831.9,687,545.17,0,0.27,0.138
CUST00747,12,80223.23,728,929.48,0,0.008,0.024
CUST00748,17,42238.69,807,452.69,0,0.01,0.05
CUST00749,5,59541.27,631,654.0,0,0.138,0.183
CUST00750,2,92794.6,706,894.83,0,0.051,0.367
CUST00751,18,36281.95,609,447.93,0,0.068,0.013
CUST00752,14,10000.0,701,123.66,0,0.096,0.023
CUST00753,4,69161.43,786,424.11,0,0.076,0.005
CUST00754,9,53576.14,642,486.38,0,0.067,0.045
CUST00755,6,85271.56,627,689.41,0,0.1,0.096
CUST00756,16,56737.12,675,487.28,0,0.059,0.019
CUST00757,6,44891.52,803,325.16,0,0.108,0.054
CUST00758,11,58104.57,726,514.54,0,0.261,0.167
CUST00759,16,87326.71,626,626.1,0,0.122,0.053
CUST00760,12,74384.24,767,603.74,0,0.006,0.341
CUST00761,19,10000.0,581,94.19,0,0.333,0.256
CUST00762,3,64644.19,808,817.97,0,0.179,0.0
CUST00763,9,65894.05,731,616.78,0,0.07,0.04
CUST00764,2,59543.75,786,635.11,0,0.027,0.04
CUST00765,8,44727.75,581,429.27,0,0.08,0.094
CUST00766,12,89863.3,690,967.64,0,0.016,0.007
CUST00767,17,91100.85,672,857.54,0,0.093,0.062
CUST00768,14,10000.0,620,126.96,1,0.049,0.063
CUST00769,3,40051.01,602,326.34,0,0.16,0.016
CUST00770,14,56381.73,710,577.11,0,0.043,0.093
CUST00771,1,83712.71,716,747.51,0,0.111,0.071
CUST00772,14,60871.32,758,434.8,0,0.023,0.082
CUST00773,7,42910.15,650,335.5,1,0.054,0.009
CUST00774,7,77738.34,672,745.47,0,0.224,0.021
CUST00775,16,54716.6,597,507.88,0,0.04,0.172
CUST00776,11,57064.98,772,624.79,0,0.007,0.02
CUST00777,18,59321.04,684,564.39,0,0.029,0.133
CUST00778,9,74357.71,723,579.59,0,0.127,0.053
CUST00779,8,52286.26,725,300.29,0,0.094,0.044
CUST00780,4,77173.66,768,585.57,0,0.042,0.059
CUST00781,5,58173.28,630,507.88,0,0.12,0.078
CUST00782,19,33324.59,722,228.63,0,0.177,0.024
CUST00783,1,59080.59,678,539.03,0,0.122,0.177
CUST00784,12,34619.66,806,282.34,0,0.254,0.02
CUST00785,5,61024.67,630,485.53,0,0.056,0.156
CUST00786,4,80736.85,750,759.24,0,0.22,0.058
CUST00787,0,33159.27,701,358.89,0,0.036,0.108
CUST00788,5,69106.84,698,419.48,0,0.08,0.082
CUST00789,5,39274.06,683,343.14,0,0.09,0.018
CUST00790,15,65042.51,761,547.31,0,0.291,0.036
CUST00791,3,81505.11,696,701.76,0,0.231,0.052
CUST00792,10,10000.0,589,93.06,0,0.108,0.239
CUST00793,8,32138.1,753,246.7,1,0.121,0.014
CUST00794,2,50775.51,742,403.94,0,0.004,0.061
CUST00795,18,67876.01,715,656.55,0,0.032,0.108
CUST00796,7,55840.42,612,577.8,0,0.312,0.21
CUST00797,4,58852.98,622,462.88,0,0.309,0.027
CUST00798,3,111074.61,567,661.54,0,0.132,0.001
CUST00799,5,29688.57,708,389.58,0,0.036,0.012
CUST00800,1,88387.13,599,620.55,0,0.051,0.16
CUST00801,19,51250.55,577,505.43,0,0.245,0.144
CUST00802,10,73736.87,756,661.46,0,0.204,0.036
CUST00803,3,113223.66,726,765.41,0,0.096,0.01
CUST00804,14,77216.95,660,527.05,0,0.014,0.062
CUST00805,5,69312.39,672,642.02,0,0.163,0.025
CUST00806,16,99978.06,536,589.08,0,0.011,0.049
CUST00807,5,88119.97,735,880.04,0,0.347,0.014
CUST00808,18,40015.15,638,428.68,0,0.137,0.149
CUST00809,1,67363.12,700,508.52,0,0.188,0.058
CUST00810,14,17062.61,531,165.11,0,0.331,0.043
CUST00811,10,46496.17,739,427.11,0,0.037,0.019
CUST00812,7,67851.32,635,524.11,0,0.023,0.124
CUST00813,18,44947.37,597,410.52,0,0.008,0.045
CUST00814,12,66834.17,660,334.39,0,0.065,0.102
CUST00815,11,59665.38,644,557.63,0,0.119,0.066
CUST00816,4,73410.42,744,650.19,0,0.119,0.045
CUST00817,5,49395.02,655,402.6,0,0.024,0.01
CUST00818,3,36496.28,762,403.07,0,0.049,0.188
CUST00819,18,96953.17,700,835.58,0,0.099,0.014
CUST00820,19,47607.58,734,352.26,0,0.039,0.061
CUST00821,0,76500.26,680,701.61,0,0.119,0.144
CUST00822,19,95881.18,756,973.91,0,0.073,0.002
CUST00823,16,64066.75,611,232.82,0,0.031,0.072
CUST00824,11,38592.34,687,288.49,0,0.199,0.102
CUST00825,14,55534.75,656,288.15,0,0.352,0.03
CUST00826,0,85438.52,764,719.98,0,0.268,0.008
CUST00827,13,65156.19,770,539.55,0,0.02,0.006
CUST00828,5,29871.46,680,290.27,0,0.08,0.056
CUST00829,4,74916.1,603,673.39,0,0.166,0.019
CUST00830,10,79238.29,706,531.03,0,0.091,0.007
CUST00831,3,51117.2,580,519.19,0,0.108,0.175
CUST00832,12,75256.11,778,903.23,0,0.026,0.19
CUST00833,10,66125.46,652,468.93,0,0.028,0.031
CUST00834,2,55064.26,678,503.64,0,0.23,0.06
CUST00835,0,27661.61,639,234.57,0,0.048,0.238
CUST00836,5,86948.85,626,584.17,0,0.264,0.088
CUST00837,17,78980.27,724,839.62,0,0.209,0.105
CUST00838,9,74597.16,670,620.22,0,0.115,0.133
CUST00839,4,98613.15,683,888.85,0,0.06,0.084
CUST00840,9,83629.84,620,804.08,0,0.142,0.001
CUST00841,11,77164.15,731,707.05,0,0.199,0.002
CUST00842,1,10000.0,737,67.05,0,0.14,0.208
CUST00843,12,89922.37,667,563.71,0,0.021,0.037
CUST00844,7,62077.01,756,657.52,0,0.175,0.277
CUST00845,1,67812.29,674,511.4,0,0.035,0.172
CUST00846,19,67983.33,727,527.74,0,0.05,0.006
CUST00847,0,79345.82,583,421.55,0,0.14,0.075
CUST00848,4,88054.38,701,779.74,0,0.169,0.282
CUST00849,8,75856.03,664,663.82,0,0.157,0.156
CUST00850,16,71882.14,689,673.6,0,0.319,0.21
CUST00851,8,65787.82,687,650.03,0,0.06,0.029
CUST00852,10,10000.0,688,151.75,0,0.073,0.106
CUST00853,14,52810.22,717,523.2,0,0.215,0.175
CUST00854,5,36460.26,646,362.09,0,0.072,0.011
CUST00855,2,90268.49,714,1088.79,0,0.029,0.156
CUST00856,16,75475.93,754,781.18,0,0.282,0.159
CUST00857,4,48546.58,595,393.89,0,0.048,0.042
CUST00858,11,51057.07,633,355.14,0,0.045,0.068
CUST00859,17,50150.47,636,613.98,0,0.044,0.197
CUST00860,13,49704.35,614,456.05,0,0.249,0.001
CUST00861,10,23886.06,652,292.53,0,0.053,0.003
CUST00862,8,18468.01,742,192.31,0,0.088,0.084
CUST00863,1,60726.17,767,474.7,0,0.166,0.029
CUST00864,11,86882.85,686,813.95,0,0.086,0.001
CUST00865,2,46557.76,661,578.69,0,0.302,0.176
CUST00866,2,67586.12,728,382.91,0,0.111,0.148
CUST00867,0,78356.52,538,762.78,0,0.009,0.037
CUST00868,7,35165.54,617,516.56,0,0.274,0.061
CUST00869,7,59500.61,541,290.29,0,0.015,0.082
CUST00870,10,43336.99,616,317.88,0,0.034,0.025
CUST00871,8,100152.99,634,785.05,0,0.043,0.133
CUST00872,4,99061.49,769,608.41,1,0.099,0.224
CUST00873,13,35191.43,514,352.79,0,0.009,0.157
CUST00874,2,69647.11,655,381.34,0,0.136,0.066
CUST00875,4,86689.98,717,761.21,0,0.118,0.03
CUST00876,4,81208.24,705,510.9,0,0.126,0.005
CUST00877,18,62039.08,768,566.49,1,0.066,0.014
CUST00878,13,92663.94,690,641.55,0,0.041,0.021
CUST00879,3,37387.13,702,371.79,0,0.063,0.161
CUST00880,12,52422.68,570,590.76,0,0.162,0.056
CUST00881,9,38058.94,621,304.29,0,0.066,0.069
CUST00882,17,79562.34,573,679.97,0,0.047,0.086
CUST00883,7,45434.08,714,329.82,0,0.036,0.176
CUST00884,7,55718.77,701,449.03,0,0.009,0.037
CUST00885,6,75441.76,699,636.68,0,0.11,0.016
CUST00886,7,77456.25,627,828.36,0,0.028,0.005
CUST00887,13,37321.84,622,405.65,0,0.211,0.123
CUST00888,18,86416.38,693,520.96,0,0.085,0.12
CUST00889,5,71392.24,640,657.14,0,0.084,0.098
CUST00890,0,32957.43,619,330.61,0,0.027,0.075
CUST00891,14,26807.1,649,146.33,0,0.077,0.059
CUST00892,0,59604.51,640,516.87,0,0.043,0.063
CUST00893,16,81252.35,628,607.16,0,0.245,0.161
CUST00894,0,81892.9,606,738.19,1,0.234,0.012
CUST00895,14,68904.17,707,661.06,0,0.178,0.039
CUST00896,1,61216.87,773,434.47,0,0.037,0.101
CUST00897,13,72793.44,678,641.78,0,0.275,0.036
CUST00898,7,38616.74,693,411.2,0,0.128,0.053
CUST00899,7,102174.7,712,996.99,0,0.052,0.047
CUST00900,18,101848.46,702,818.23,0,0.076,0.019
CUST00901,6,70720.31,629,497.52,0,0.001,0.041
CUST00902,18,64932.51,783,524.01,1,0.076,0.046
CUST00903,5,49714.48,635,475.22,0,0.014,0.198
CUST00904,5,73218.72,719,497.54,0,0.216,0.017
CUST00905,2,42717.07,712,468.75,0,0.172,0.045
CUST00906,6,10000.0,562,100.15,0,0.024,0.016
CUST00907,18,10000.0,658,114.67,0,0.013,0.09
CUST00908,7,40012.54,683,248.57,0,0.086,0.01
CUST00909,9,63909.45,688,632.69,0,0.295,0.074
CUST00910,19,68299.29,698,413.91,0,0.019,0.134
CUST00911,14,47831.07,725,527.29,0,0.011,0.006
CUST00912,14,63545.88,680,537.8,0,0.031,0.0
CUST00913,0,53144.29,701,364.11,0,0.051,0.018
CUST00914,19,35017.18,677,321.8,0,0.027,0.035
CUST00915,6,58656.39,619,696.34,1,0.007,0.067
CUST00916,3,80323.93,682,598.61,0,0.257,0.007
CUST00917,5,36148.46,725,407.19,0,0.016,0.301
CUST00918,0,36159.88,747,356.01,0,0.023,0.041
CUST00919,4,33268.74,712,361.96,0,0.06,0.008
CUST00920,0,11587.03,760,112.18,0,0.046,0.006
CUST00921,3,47994.94,705,283.25,1,0.09,0.085
CUST00922,1,77852.15,732,864.88,0,0.195,0.032
CUST00923,9,64347.9,736,446.9,0,0.008,0.046
CUST00924,4,55768.73,667,511.43,0,0.057,0.045
CUST00925,9,63226.62,724,380.03,0,0.087,0.025
CUST00926,0,47775.46,624,296.05,0,0.041,0.048
CUST00927,5,11302.83,701,104.94,1,0.05,0.019
CUST00928,12,79592.97,715,655.18,0,0.174,0.1
CUST00929,14,86778.11,743,726.47,0,0.119,0.149
CUST00930,3,41796.08,729,563.98,0,0.103,0.017
CUST00931,12,56229.11,744,670.22,0,0.029,0.078
CUST00932,19,54075.02,674,469.4,0,0.184,0.001
CUST00933,14,68782.22,659,684.77,0,0.121,0.02
CUST00934,7,102247.34,664,760.31,0,0.24,0.017
CUST00935,4,88994.78,696,565.68,0,0.103,0.137
CUST00936,14,50577.14,571,427.46,0,0.049,0.066
CUST00937,3,73561.6,760,544.36,0,0.063,0.003
CUST00938,11,91358.92,683,589.5,0,0.305,0.181
CUST00939,12,70208.63,655,529.75,0,0.087,0.151
CUST00940,1,59882.51,528,406.76,0,0.051,0.055
CUST00941,18,71150.0,678,465.43,0,0.063,0.076
CUST00942,18,42418.21,668,496.38,0,0.06,0.057
CUST00943,3,46067.97,626,429.62,0,0.105,0.031
CUST00944,3,33399.14,640,293.41,0,0.073,0.049
CUST00945,10,67676.61,678,487.61,0,0.241,0.166
CUST00946,4,56714.93,645,501.43,0,0.086,0.037
CUST00947,19,39422.05,714,433.98,0,0.034,0.179
CUST00948,10,55895.51,635,462.69,0,0.005,0.037
CUST00949,9,71749.96,689,561.15,0,0.045,0.005
CUST00950,7,107867.81,751,704.24,0,0.129,0.38
CUST00951,5,85301.7,678,844.65,0,0.07,0.004
CUST00952,5,10000.0,701,107.99,0,0.183,0.232
CUST00953,7,65982.71,698,638.18,0,0.137,0.005
CUST00954,14,95733.11,680,755.35,0,0.061,0.01
CUST00955,13,26553.16,676,319.09,0,0.108,0.023
CUST00956,10,73788.98,646,448.31,0,0.042,0.042
CUST00957,11,54083.95,689,363.52,0,0.024,0.006
CUST00958,12,88757.26,663,1040.02,0,0.121,0.05
