customer_id,account_years,annual_income,income_change_pct,on_time_payment_ratio,late_payment_count,credit_score,spending_profile,daily_limit,avg_amount,std_amount,max_amount,total_spent,txn_count,fraud_ratio
CUST0211,16,46209.19,0.05,0.94,3,619,moderate,1000.0,315.49667999999997,322.7577236004141,2473.1,315496.68,1000,0.021
CUST0212,12,69899.11,-4.76,0.89,2,708,low,1000.0,222.90798,237.20968908734207,1689.93,111453.99,500,0.024
CUST0213,5,68365.05,-1.02,0.89,3,648,low,1000.0,223.42962,232.27510968076191,2442.98,111714.81,500,0.022
CUST0214,5,68008.24,4.09,0.76,0,572,moderate,1000.0,866.6620133333333,858.4446687624652,6682.4,1299993.02,1500,0.014
CUST0215,9,55485.73,-10.98,0.78,2,661,high,1000.0,665.17482,671.2632931619794,6789.97,997762.23,1500,0.019333333333333334
CUST0216,9,60068.3,-3.62,0.88,2,729,moderate,1000.0,397.07316,381.53056012792223,2626.12,397073.16,1000,0.014
CUST0217,3,76355.05,-18.04,0.84,3,661,moderate,1000.0,257.73386,257.8428737778425,1927.77,128866.93000000001,503,0.014
CUST0218,19,30212.14,-3.55,0.57,2,767,moderate,1000.0,197.11984,191.37174248461022,1398.22,197119.84,1000,0.019
CUST0219,16,60492.84,-0.93,0.83,0,701,low,1000.0,197.7612,203.18934726368633,1899.46,98880.6,500,0.012
CUST0220,16,61799.12,2.29,0.89,1,697,moderate,1000.0,791.1321399999999,755.729801849327,6427.61,1186698.21,1500,0.018666666666666668
CUST0221,3,75066.09,2.4,0.8,4,674,moderate,1000.0,484.23901,475.577712742068,4195.19,484239.01,1003,0.012
CUST0222,1,32995.03,9.04,0.78,2,677,moderate,1000.0,106.86318,101.88345273286113,614.14,53431.59,500,0.014
CUST0223,11,89902.67,-15.4,0.98,2,667,moderate,1000.0,618.05098,627.0428230004038,5196.91,618050.98,1000,0.013
CUST0224,17,64272.61,-14.86,0.72,1,665,low,1000.0,773.4524466666666,771.4941462637468,5283.68,1160178.67,1500,0.018666666666666668
CUST0225,8,65331.61,5.29,0.89,2,707,high,1000.0,458.62611,444.78410774764944,2721.97,458626.11,1000,0.02
CUST0226,4,51972.4,-20.39,0.92,1,633,moderate,1000.0,176.91016,161.29311254446972,723.57,88455.08,500,0.014
CUST0227,6,70760.45,1.83,0.69,2,626,high,1000.0,889.64514,885.0378924063709,6468.38,1334467.71,1500,0.013333333333333334
CUST0228,8,60959.08,-11.8,0.66,1,624,moderate,1000.0,205.95318,194.42771682099246,1236.65,102976.59,500,0.022
CUST0229,3,84179.64,15.73,0.66,2,782,low,1000.0,571.8654491017965,570.4041278805271,4232.68,573009.18,1002,0.015968063872255488
CUST0230,16,31170.12,2.5,0.4,1,707,low,1000.0,207.72994,205.80316184116367,1719.08,207729.94,1000,0.014
CUST0231,3,63510.92,-2.19,0.64,3,695,high,1000.0,792.33012,808.8188801317782,5320.47,1188495.18,1500,0.017333333333333333
CUST0232,18,68170.25,12.28,0.78,1,627,low,1000.0,468.22294,455.10760052740693,3239.55,468222.94,1000,0.013
CUST0233,14,56272.55,-10.63,0.94,2,711,low,1000.0,189.44414,193.97179582767598,1426.04,94722.07,500,0.012
CUST0234,18,51906.68,-8.73,0.8,1,674,moderate,1000.0,343.62710999999996,338.6325015556803,2570.53,343627.11,1000,0.016
CUST0235,2,52740.85,-12.61,0.81,0,691,moderate,1000.0,357.19449,372.1292599899672,3449.56,357194.49,1000,0.016
CUST0236,3,63492.79,-8.65,0.87,1,631,high,1000.0,394.94284000000005,383.85526373338985,2799.01,394942.84,1003,0.017
CUST0237,16,23800.82,0.61,0.95,2,688,moderate,1000.0,155.87035999999998,148.62881962827555,1089.69,155870.36,1000,0.016
CUST0238,9,79300.3,4.94,0.82,0,659,low,1000.0,553.62738,576.1406412877664,4789.12,553627.38,1000,0.017
CUST0239,4,50397.36,9.61,0.56,2,642,moderate,1000.0,664.9684266666667,696.010487603715,4865.16,997452.64,1500,0.016666666666666666
CUST0240,1,62556.05,-18.25,0.71,2,717,low,1000.0,402.33124,402.7949490749141,3715.77,402331.24,1000,0.022
CUST0241,4,67342.05,-1.72,0.92,0,603,moderate,1000.0,433.10767465069864,440.1306077541074,3209.86,433973.89,1002,0.015968063872255488
CUST0242,1,49483.89,-11.08,0.78,1,708,moderate,1000.0,322.12603,311.9611248530157,2250.54,322126.03,1000,0.015
CUST0243,14,57379.23,-2.05,0.89,2,714,low,1000.0,392.72649,406.7365678551786,2920.76,392726.49,1000,0.011
CUST0244,16,20000.0,23.34,0.98,0,636,moderate,1000.0,61.419160000000005,60.943825329445566,448.89,30709.58,500,0.01
CUST0245,8,74642.47,2.92,0.73,4,639,moderate,1000.0,251.90576000000001,258.9695437738331,1779.75,125952.88,500,0.012
CUST0246,7,81601.38,8.99,0.92,4,669,low,1000.0,526.10389,528.4320004000652,3065.6,526103.89,1003,0.019
CUST0247,3,25980.13,19.61,0.87,1,694,high,1000.0,174.04426,173.55349443754756,1180.96,174044.26,1000,0.018
CUST0248,17,51870.14,11.27,0.82,2,672,moderate,1000.0,164.75088,167.23555049427688,1279.52,82375.44,500,0.018
CUST0249,1,35402.61,-4.48,0.9,3,702,moderate,1000.0,120.2166,114.94238241218594,906.45,60108.3,500,0.014
CUST0250,16,56445.19,-12.76,0.9,4,768,moderate,1000.0,194.9207,188.29966727400497,1021.27,97460.35,500,0.01
CUST0251,12,72972.73,-0.3,0.85,3,655,low,1000.0,461.23334,464.26024020853094,3416.08,461233.34,1000,0.014
CUST0252,19,79746.18,-5.68,0.86,1,594,moderate,1000.0,525.33475,516.7885375459448,4152.36,525334.75,1000,0.013
CUST0253,14,82437.06,-15.25,0.81,3,721,high,1000.0,578.2085999999999,587.1966981606512,6400.91,578208.6,1000,0.011
CUST0254,6,86210.88,2.41,0.88,1,764,moderate,1224.41,557.75748,517.8388759010318,3336.35,557757.48,1000,0.021
CUST0255,6,55551.74,2.66,0.84,1,700,high,1000.0,370.07952,358.5771724605169,2547.4,370079.52,1000,0.02
CUST0256,13,37060.83,17.69,0.61,1,626,high,1000.0,253.09011999999998,264.24324720734165,2162.06,253090.12,1000,0.015
CUST0257,19,57708.19,-3.62,0.96,3,674,moderate,1000.0,711.7590266666667,702.1196270980869,5752.98,1067638.54,1500,0.01
CUST0258,8,72665.35,2.8,0.68,0,624,moderate,1000.0,890.2821133333333,884.4279197982985,7517.28,1335423.17,1500,0.011333333333333334
CUST0259,2,35454.8,-6.65,0.97,3,712,low,1000.0,458.9019466666667,489.39914835842643,3770.48,688352.92,1500,0.016
CUST0260,1,93202.74,8.73,0.87,0,612,moderate,1000.0,1150.28488,1096.564647239384,6471.83,1725427.32,1500,0.02
CUST0261,15,77957.77,-1.25,0.9,2,665,moderate,1000.0,240.82676,235.58348101545047,1334.48,120413.38,500,0.018
CUST0262,1,55868.66,-11.73,0.94,0,630,moderate,1000.0,383.85027,375.1932082124034,2122.75,383850.27,1000,0.016
CUST0263,5,45782.56,-0.13,0.97,0,686,moderate,1000.0,153.55806,153.8408462104974,1231.81,76779.03,500,0.004
CUST0264,16,46617.58,3.91,0.97,0,662,high,1000.0,559.1893466666667,590.0163328876207,5315.89,838784.02,1500,0.017333333333333333
CUST0265,19,61484.12,2.55,0.89,1,689,moderate,1000.0,407.0773,421.67360505384886,3881.8,407077.3,1000,0.013
CUST0266,4,55411.95,10.46,0.81,1,681,high,1000.0,373.68213000000003,360.65351354311537,2288.67,373682.13,1000,0.011
CUST0267,3,79010.06,-14.48,0.76,3,631,moderate,1000.0,514.44155,503.82035761136245,2806.24,514441.55,1000,0.012
CUST0268,17,53140.48,-8.43,0.93,1,711,high,1000.0,689.2714666666666,723.278440040718,7554.73,1033907.2,1500,0.013333333333333334
CUST0269,17,70110.04,6.4,0.91,0,678,high,1070.93,475.10841999999997,469.45327828293426,2743.7,475108.42,1000,0.021
CUST0270,12,59421.5,-7.25,0.86,3,631,moderate,1000.0,399.2301,416.6301266639683,3456.88,399230.1,1000,0.011
CUST0271,14,65393.39,2.4,0.9,2,792,moderate,1000.0,454.41101000000003,430.7413458835052,2904.78,454411.01,1000,0.01
CUST0272,6,55398.87,-24.2,0.85,1,704,high,1000.0,364.19485,353.97306725953416,2503.73,364194.85,1000,0.024
CUST0273,3,74154.31,27.16,0.88,1,672,high,1053.18,504.14110999999997,504.914985901841,3752.18,504141.11,1000,0.019
CUST0274,9,74450.8,-2.7,0.89,3,751,moderate,1000.0,520.4476500000001,522.9705638368355,4569.41,520447.65,1003,0.013
CUST0275,5,69198.58,11.94,0.78,3,772,moderate,1000.0,225.32863999999998,211.55530140759348,1374.96,112664.31999999999,500,0.018
CUST0276,17,72150.29,-3.37,0.85,1,673,moderate,1000.0,469.25818,465.5241376289769,3015.07,469258.18,1000,0.023
CUST0277,14,41112.62,4.15,0.97,2,697,high,1000.0,133.30712,126.54269527539203,810.06,66653.56,500,0.024
CUST0278,3,66464.92,14.92,0.82,3,631,low,1000.0,228.88364,228.98961383354845,1529.6,114441.82,500,0.018
CUST0279,1,84984.04,11.66,0.9,2,673,moderate,1000.0,275.4082,277.8373142144514,1803.67,137704.1,500,0.01
CUST0280,1,69828.09,-2.04,0.68,1,670,high,1000.0,236.25142000000002,232.09136338973028,1544.48,118125.71,500,0.018
CUST0281,3,39385.65,-1.35,0.95,2,689,moderate,1000.0,136.15528,141.00551326406824,918.89,68077.64,500,0.02
CUST0282,18,59004.67,10.04,0.92,1,697,moderate,1000.0,211.74778,205.38844130504282,1239.78,105873.89,500,0.03
CUST0283,10,67499.56,23.33,0.93,2,708,moderate,1000.0,445.19658000000004,434.66969960195735,2959.02,445196.58,1000,0.013
CUST0284,3,44852.01,1.92,0.98,4,692,moderate,1000.0,569.7057,575.1559314147819,3755.55,854558.55,1500,0.010666666666666666
CUST0285,8,32834.58,19.57,0.81,1,619,low,1000.0,226.58731,224.87244451191575,1495.21,226587.31,1000,0.017
CUST0286,14,53678.04,-2.41,0.89,0,633,high,1000.0,371.02624,361.255812150164,2374.36,371026.24,1000,0.016
CUST0287,18,45183.35,9.52,0.87,1,653,low,1000.0,314.59975,301.3159675595436,2105.7,314599.75,1000,0.011
CUST0288,15,59714.22,11.01,0.63,4,666,moderate,1000.0,398.05694,400.1200355842133,3331.35,398056.94,1000,0.014
CUST0289,2,28171.91,-4.1,0.91,2,733,moderate,1000.0,188.82114,188.30826226466425,1471.52,188821.14,1000,0.007
CUST0290,10,71294.02,-7.47,0.61,0,622,moderate,1000.0,490.3811,479.073079140487,3406.78,490381.1,1000,0.01
CUST0291,2,47307.9,11.45,0.88,1,662,high,1000.0,341.39512,332.7208849369979,2162.8,341395.12,1000,0.02
CUST0292,17,79915.04,-5.32,0.91,0,728,moderate,1000.0,981.4742343541944,950.0702437801643,6629.87,1474174.3,1502,0.017310252996005325
CUST0293,8,54462.02,-8.94,0.76,3,665,moderate,1000.0,683.5029533333334,675.7092228828938,6021.5,1025254.43,1500,0.014666666666666666
CUST0294,1,59492.22,-6.84,0.97,1,703,moderate,1000.0,376.82646,367.2122498020364,2585.34,376826.46,1000,0.015
CUST0295,9,56539.3,-5.36,0.95,2,673,moderate,1000.0,397.85763000000003,415.1835681584133,3293.4,397857.63,1000,0.016
CUST0296,11,46236.81,8.57,0.82,2,693,moderate,1000.0,310.52576,294.91157287539295,1818.01,310525.76,1000,0.017
CUST0297,16,109445.59,5.15,0.68,3,669,high,1189.22,1335.3476333333333,1352.2790802110517,11942.77,2003021.45,1500,0.014
CUST0298,7,50082.68,7.16,0.93,2,713,moderate,1000.0,340.66552,341.59081946983866,3142.31,340665.52,1000,0.01
CUST0299,10,80470.43,4.21,0.96,1,603,moderate,1000.0,290.6593,282.12007695616705,1685.41,145329.65,500,0.018
CUST0300,3,38127.42,-5.94,0.88,4,662,low,1000.0,476.5532933333333,481.27840966100354,4246.07,714829.94,1500,0.012666666666666666
CUST0301,18,67442.63,6.97,0.84,2,695,high,1000.0,219.69736,225.70009123657613,2126.51,109848.68000000001,500,0.018
CUST0302,13,69577.44,11.82,0.88,2,707,moderate,1000.0,482.87746000000004,467.7475361835207,2635.63,482877.46,1000,0.012
CUST0303,7,59516.46,5.85,0.71,1,755,moderate,1000.0,368.7789021956088,356.8892950877684,2763.0,369516.46,1002,0.014970059880239521
CUST0304,4,48579.91,4.5,0.94,4,660,high,1000.0,326.29599,297.79877801664657,1793.04,326295.99,1000,0.015
CUST0305,13,54733.56,-7.67,0.72,1,754,low,1000.0,364.5982,349.9986879926216,2143.96,364598.2,1000,0.011
CUST0306,1,51934.21,2.12,0.84,3,647,moderate,1000.0,326.1445,315.0331900209322,2602.74,326144.5,1000,0.011
CUST0307,8,108040.53,-8.2,0.74,2,746,moderate,1004.78,350.79659999999996,347.140617746496,2590.97,175398.3,500,0.02
CUST0308,14,59547.94,-0.24,0.93,1,721,moderate,1000.0,389.17102,378.9602316350891,2819.88,389171.02,1000,0.016
CUST0309,16,70497.78,-16.4,0.87,1,634,low,1000.0,458.72382,477.2967792412615,3381.61,458723.82,1000,0.014
CUST0310,14,95632.5,-16.33,0.84,0,695,moderate,1067.9,591.2130699999999,633.221508955341,4927.25,591213.07,1000,0.008
CUST0311,12,42473.63,-1.91,0.72,1,677,low,1000.0,272.37815,262.07531589999394,1797.02,272378.15,1000,0.013
CUST0312,19,60753.2,-5.48,0.9,1,711,moderate,1000.0,403.07719000000003,402.0358201129069,3197.95,403077.19,1000,0.011
CUST0313,15,54616.28,1.07,0.84,1,669,moderate,1000.0,385.34182,376.8528496588338,3087.32,385341.82,1000,0.012
CUST0314,2,58277.23,-1.35,0.98,3,665,high,1000.0,401.28325,402.15724000349,3012.55,401283.25,1000,0.012
CUST0315,2,56419.76,0.3,0.79,2,748,low,1000.0,687.5287266666667,690.3345626194174,4753.53,1031293.09,1503,0.013333333333333334
CUST0316,19,45362.46,6.09,0.87,3,675,high,1000.0,313.24439,317.35626194992074,2535.44,313244.39,1000,0.017
CUST0317,17,63908.21,-4.63,0.72,0,721,high,1000.0,407.52734000000004,409.107625185977,3667.05,407527.34,1000,0.023
CUST0318,10,38747.34,-2.19,0.95,1,669,low,1000.0,262.58474051896206,266.81717278520426,1766.41,263109.91,1002,0.017964071856287425
CUST0319,6,79777.65,14.55,0.92,1,763,moderate,1165.88,539.75658,534.0363082190191,3490.9,539756.58,1000,0.016
CUST0320,15,72466.2,0.03,0.97,5,646,low,1000.0,238.93055999999999,251.57709619985488,1823.44,119465.28,500,0.018
CUST0321,11,50130.74,-1.79,0.95,5,649,high,1000.0,624.0087533333333,644.3434631700172,6043.28,936013.13,1500,0.018
CUST0322,5,51100.33,0.83,0.88,3,756,moderate,1000.0,340.56912,347.9421528466379,2973.34,340569.12,1000,0.01
CUST0323,1,65510.21,-1.61,0.96,3,658,moderate,1000.0,799.0607866666667,795.7726050698368,5635.03,1198591.18,1500,0.022
CUST0324,8,44029.09,-7.1,0.81,2,760,moderate,1000.0,560.1015266666667,553.7566062682469,4506.79,840152.29,1500,0.013333333333333334
CUST0325,12,96239.6,-9.98,0.63,2,725,high,1060.32,1156.8294133333334,1177.4277583219994,12497.48,1735244.12,1500,0.02266666666666667
CUST0326,12,67158.51,-7.63,0.95,2,672,moderate,1000.0,464.81074,479.3820302743969,3991.84,464810.74,1000,0.017
CUST0327,5,67865.26,8.73,0.87,0,589,moderate,1000.0,457.72506,436.1991931658232,3496.77,457725.06,1000,0.011
CUST0328,7,73628.9,-6.3,0.9,2,679,moderate,1000.0,492.7644,504.1358957839227,4182.28,492764.4,1000,0.013
CUST0329,4,48410.73,-1.55,0.82,1,685,high,1000.0,154.36278,154.78278366248688,1214.97,77181.39,503,0.014
CUST0330,6,81780.2,7.01,0.95,2,738,high,1156.17,275.3631,285.60742910244306,2521.53,137681.55,500,0.01
CUST0331,13,62290.67,-2.78,0.89,2,759,moderate,1000.0,426.80445000000003,449.6313562923061,4190.56,426804.45,1000,0.018
CUST0332,15,79002.91,6.33,0.93,4,646,high,1000.0,528.69772,532.1875809395669,3418.27,528697.72,1000,0.016
CUST0333,3,56040.94,-15.41,0.83,4,720,high,1000.0,371.91035999999997,359.4493552291409,3358.09,371910.36,1000,0.019
CUST0334,8,86345.56,-1.33,0.73,2,718,moderate,1000.0,574.36093,580.553269908832,4062.54,574360.93,1000,0.021
CUST0335,16,68026.87,0.79,0.6,2,734,moderate,1000.0,448.29598,441.0645779558442,3722.37,448295.98,1000,0.013
CUST0336,13,103650.14,0.23,0.76,4,705,high,1131.86,1383.8551733333334,1397.8516890958456,10643.71,2075782.76,1500,0.013333333333333334
CUST0337,18,52609.57,-16.53,0.94,2,583,moderate,1000.0,185.76196,198.1677495661052,1611.47,92880.98,500,0.008
CUST0338,10,64090.99,12.03,0.94,4,672,moderate,1000.0,427.1277,436.83362570761295,2842.95,427127.7,1000,0.015
CUST0339,19,39368.48,-8.55,0.84,0,622,moderate,1000.0,256.29559,258.84591805308537,1849.05,256295.59,1000,0.019
CUST0340,17,49414.04,3.35,0.76,0,670,moderate,1000.0,635.8626666666667,667.6702174849742,4953.56,953794.0,1500,0.015333333333333332
CUST0341,19,72373.73,0.08,0.99,2,729,moderate,1000.0,883.0177666666666,900.9408565064779,6891.17,1324526.65,1500,0.017333333333333333
CUST0342,5,82586.49,10.04,0.81,2,695,moderate,1000.0,542.5629,544.3082011235917,3781.69,542562.9,1000,0.013
CUST0343,9,119300.21,21.87,0.71,3,737,moderate,1022.5,771.026,774.2825973613102,5679.71,771026.0,1000,0.018
CUST0344,12,58067.42,-12.9,0.87,3,697,high,1000.0,381.128,384.173662863604,2155.55,381128.0,1000,0.016
CUST0345,1,41335.73,-6.49,0.97,4,615,high,1000.0,525.2801733333333,532.2487725938455,4092.57,787920.26,1500,0.018
CUST0346,1,75066.52,1.89,0.96,1,554,moderate,1000.0,256.48902,243.8662838089702,1772.93,128244.51,500,0.014
CUST0347,15,37443.46,-11.05,0.84,2,687,moderate,1000.0,245.0784,252.06565558076997,1887.98,245078.4,1000,0.015
CUST0348,2,71285.55,7.82,0.69,1,669,moderate,1000.0,469.0534,457.3746435954272,2912.42,469053.4,1000,0.015
CUST0349,16,49954.89,8.43,0.99,1,631,high,1000.0,332.29213,317.39975664653946,2243.82,332292.13,1000,0.019
CUST0350,8,64231.9,5.59,0.92,5,595,moderate,1000.0,416.90245,423.5222173275771,2907.64,416902.45,1000,0.02
CUST0351,13,81820.92,2.37,0.96,1,643,moderate,1000.0,548.30934,571.1173253920136,3830.38,548309.34,1000,0.014
CUST0352,1,57785.33,13.7,0.89,3,670,moderate,1000.0,412.30263,412.89806235204986,2698.89,412302.63,1000,0.015
CUST0353,16,78657.58,-11.56,0.76,1,713,moderate,1000.0,996.3069666666667,986.2407078861272,7922.6,1494460.45,1500,0.011333333333333334
CUST0354,7,77463.17,0.65,1.0,0,689,low,1000.0,508.15427,505.3074534468854,3856.78,508154.27,1000,0.025
CUST0355,5,22713.37,-7.39,0.93,1,760,low,1000.0,294.0101466666666,296.6968423638698,3453.85,441015.22,1500,0.012666666666666666
CUST0356,3,41967.99,8.9,0.95,0,628,moderate,1000.0,276.67608,273.0434534694362,1755.48,276676.08,1000,0.014
CUST0357,12,28763.86,-18.33,0.89,1,724,moderate,1000.0,190.63177,197.6147837904332,1638.88,190631.77,1000,0.011
CUST0358,16,100034.74,-0.28,0.73,3,682,high,1133.02,665.5621600000001,688.3325047545237,5411.98,665562.16,1000,0.011
CUST0359,19,57892.16,3.35,0.77,2,715,low,1000.0,722.71192,742.7345657533541,6030.72,1084067.88,1500,0.016666666666666666
CUST0360,5,95616.58,-9.47,0.88,1,658,moderate,1044.61,319.24844,317.0117695771994,2099.67,159624.22,500,0.018
CUST0361,14,27340.95,-6.26,0.71,3,734,moderate,1000.0,180.9195,170.71498744658857,1137.28,180919.5,1000,0.012
CUST0362,5,48544.63,0.15,0.95,3,695,low,1000.0,613.0457933333333,616.6148429864184,4419.32,919568.69,1500,0.007333333333333333
CUST0363,15,76009.96,9.55,0.94,0,646,high,1000.0,270.39047999999997,260.52762304390586,1878.4,135195.24,500,0.01
CUST0364,17,63585.49,-10.33,0.84,2,679,high,1000.0,792.9305533333334,804.8899836572426,5956.11,1189395.83,1500,0.008666666666666666
CUST0365,14,70657.2,-8.58,0.7,1,668,moderate,1000.0,224.70766,214.75060120745255,1117.48,112353.83,500,0.022
CUST0366,5,34923.84,11.26,0.88,2,704,moderate,1000.0,222.95732999999998,211.6996516366387,1391.86,222957.33,1000,0.013
CUST0367,12,87536.07,-2.73,0.96,0,621,low,1000.0,1050.5661733333334,1075.1384430535977,7870.73,1575849.26,1500,0.015333333333333332
CUST0368,16,75540.32,-7.78,0.8,3,679,high,1000.0,510.63806,526.2523451139903,3661.75,510638.06,1000,0.014
CUST0369,16,68032.51,7.29,0.84,2,700,high,1000.0,447.85373,449.08781248159795,3477.48,447853.73,1003,0.015
CUST0370,7,46287.79,-4.88,0.96,4,682,low,1000.0,290.8582,297.30470616131447,2576.32,290858.2,1000,0.012
CUST0371,4,66476.0,10.27,0.98,1,747,low,1000.0,841.77816,856.0515676231004,9414.29,1262667.24,1500,0.015333333333333332
CUST0372,1,54170.2,-6.64,0.7,4,719,moderate,1000.0,682.4982,688.6013041736365,7843.76,1023747.3,1500,0.016
CUST0373,5,26990.18,-1.6,0.94,1,680,moderate,1000.0,183.59169,189.15743190233837,1621.66,183591.69,1000,0.014
CUST0374,10,58991.54,9.45,0.93,1,691,moderate,1000.0,393.39439,381.88209516739266,2207.3,393394.39,1000,0.012
CUST0375,5,56865.39,-2.26,0.72,0,695,moderate,1000.0,185.99862,184.8400924384125,1250.8,92999.31,500,0.014
CUST0376,4,81248.03,7.56,0.78,4,700,moderate,1000.0,558.5253399999999,576.3374905993492,4743.24,558525.34,1000,0.013
CUST0377,2,20000.0,-0.66,0.94,4,589,moderate,1000.0,66.45172,67.08647485491034,436.05,33225.86,500,0.016
CUST0378,10,64704.0,19.82,0.9,2,665,moderate,1000.0,440.05928,420.1400673628795,3030.71,440059.28,1000,0.015
CUST0379,19,36888.64,15.69,0.84,2,606,moderate,1000.0,438.92492,431.1756351938848,3012.18,658387.38,1500,0.019333333333333334
CUST0380,1,66384.47,-13.28,0.93,2,744,high,1000.0,445.54744,430.80552259522455,3287.4,445547.44,1000,0.012
CUST0381,5,67485.6,5.22,0.93,2,677,low,1000.0,445.51919,439.88930771193264,2635.1,445519.19,1000,0.012
CUST0382,13,58263.1,-8.16,0.9,4,670,moderate,1000.0,375.91047,371.80428016636534,2448.52,375910.47,1000,0.01
CUST0383,4,76145.86,1.92,0.9,0,725,high,1154.88,248.84492,248.34383527285243,1574.21,124422.46,500,0.016
CUST0384,16,35084.68,0.68,0.88,4,701,moderate,1000.0,250.66879,259.07193618212125,1745.71,250668.79,1000,0.013
CUST0385,16,82154.41,-10.55,0.9,1,624,high,1000.0,305.8298,312.84839829699297,2671.66,152914.9,500,0.014
CUST0386,2,45838.42,10.58,0.89,1,676,high,1000.0,302.49315,301.9701501088052,2047.03,302493.15,1000,0.019
CUST0387,17,28882.03,2.03,0.96,2,663,moderate,1000.0,93.44432,89.94779249368254,459.19,46722.16,500,0.006
CUST0388,12,54552.08,-2.85,0.73,3,593,high,1000.0,358.06323,356.31061875743535,2782.62,358063.23,1000,0.025
CUST0389,18,20000.0,-4.38,0.97,2,645,high,1000.0,136.64306,136.48989585866022,858.87,136643.06,1000,0.018
CUST0390,3,65083.48,1.4,0.66,7,671,moderate,1000.0,454.91732,447.9064167095036,3531.93,454917.32,1003,0.014
CUST0391,1,54814.99,4.08,0.93,5,674,moderate,1000.0,363.42212,371.10982062843925,3055.86,363422.12,1000,0.021
CUST0392,1,84673.74,-1.25,0.94,2,606,moderate,1000.0,1060.8529266666667,1078.0895462267003,7060.48,1591279.39,1500,0.012
CUST0393,19,72978.48,-28.33,0.94,3,738,high,1000.0,242.3287,250.67913385123774,1577.49,121164.35,500,0.012
CUST0394,11,32160.07,0.17,0.96,2,675,moderate,1000.0,199.37465,195.2788806458697,1344.23,199374.65,1000,0.015
CUST0395,5,43232.25,-14.41,0.53,2,682,moderate,1000.0,141.78004,136.31812934446518,823.72,70890.02,500,0.016
CUST0396,12,70413.29,-2.09,0.9,2,700,moderate,1000.0,471.17447000000004,477.72518907400604,3246.3,471174.47000000003,1000,0.016
CUST0397,3,76941.58,-14.05,0.77,2,641,moderate,1000.0,511.17674,518.9215951257573,3284.64,511176.74,1000,0.015
CUST0398,1,84450.02,-14.16,0.88,2,703,low,1000.0,549.8961800000001,532.4684828541879,4171.22,549896.18,1000,0.013
CUST0399,1,84290.19,12.35,0.47,1,662,moderate,1000.0,551.71985,517.3669454494762,2973.42,551719.85,1000,0.012
CUST0400,8,58209.55,-3.2,0.93,0,635,moderate,1000.0,402.56363,390.2548189401753,2459.64,402563.63,1000,0.016
CUST0401,10,67253.11,-3.97,0.85,5,709,moderate,1000.0,427.69693,436.878904240117,3653.51,427696.93,1000,0.009
CUST0402,11,85974.77,4.83,0.84,5,755,low,1000.0,590.1492099999999,565.4558939575107,4888.26,590149.21,1000,0.022
CUST0403,12,53933.83,-3.71,0.77,1,716,high,1000.0,674.8198133333333,680.0111062226041,5177.14,1012229.72,1500,0.016
CUST0404,13,67594.52,21.04,0.91,2,726,moderate,1000.0,223.45270000000002,210.51736954339174,1160.77,111726.35,500,0.018
CUST0405,12,53462.38,-2.73,0.69,0,654,moderate,1000.0,376.78946,362.6853961632567,3139.05,376789.46,1000,0.016
CUST0406,14,48981.04,3.65,0.91,1,600,moderate,1000.0,152.2175,147.31835041395,986.19,76108.75,500,0.016
CUST0407,2,60967.7,9.71,0.83,2,755,moderate,1000.0,413.23558,412.1434258203211,2971.82,413235.58,1000,0.012
CUST0408,19,46249.13,16.02,0.7,0,783,moderate,1000.0,316.22244,320.78961140166217,2464.8,316222.44,1000,0.019
CUST0409,18,57381.68,-7.42,0.96,2,757,high,1061.88,382.77502000000004,386.22726896128,2472.53,382775.02,1000,0.018
CUST0410,3,39300.9,-4.18,0.77,4,663,low,1000.0,262.35591,265.3059073327194,1834.12,262355.91,1000,0.015
CUST0411,17,56200.11,12.75,0.93,3,622,moderate,1000.0,387.64279,379.6831590966573,2865.21,387642.79,1000,0.016
CUST0412,8,68967.81,8.1,0.89,3,627,high,1000.0,481.77832,503.09418782530315,4421.84,481778.32,1000,0.013
CUST0413,10,48224.73,10.75,0.85,5,596,high,1000.0,330.43332,336.83734724325836,2837.21,330433.32,1000,0.014
CUST0414,2,60185.84,-13.69,0.71,3,675,low,1000.0,719.4340066666666,748.3990222656844,5750.74,1079151.01,1500,0.019333333333333334
CUST0415,19,62786.85,15.48,0.83,6,760,moderate,1000.0,226.61284,218.03729379099758,1369.5,113306.42,500,0.02
CUST0416,9,69050.7,-7.61,0.78,1,673,moderate,1000.0,847.7749066666668,838.1403671587667,6578.74,1271662.36,1500,0.014666666666666666
CUST0417,7,57328.4,1.92,0.83,4,695,moderate,1000.0,409.30861,398.62727285602574,2841.11,409308.61,1000,0.013
CUST0418,4,81717.33,-1.48,0.87,0,749,moderate,1000.0,243.11392,228.45861380275187,1639.4,121556.96,500,0.014
CUST0419,18,20000.0,-8.78,0.83,2,660,moderate,1000.0,132.04125,131.6790784439098,1206.1,132041.25,1000,0.01
CUST0420,13,118755.06,-14.13,0.73,4,782,high,1645.71,773.48308,759.7898061370812,4968.9,773483.08,1000,0.014
CUST0421,11,42577.32,-17.44,0.94,2,780,low,1000.0,285.86751,300.1851615795366,2093.62,285867.51,1000,0.021
CUST0422,4,68067.8,1.19,0.66,3,673,high,1000.0,438.61548999999997,446.4273477453806,3204.72,438615.49,1000,0.017
